GEOID,FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
29153,86.66666666666667,2,0,0,6
29155,66.66666666666667,6,0,0,6
29157,0.0,5,0,0,6
29159,26.666666666666668,3,8,0,5
29161,50.0,6,4,0,5
29163,18.181818181818183,4,1,0,6
29165,0.0,0,5,15,2
29167,0.0,3,1,0,3
29169,70.0,4,5,0,5
29171,100.0,2,0,0,6
29173,66.66666666666667,3,0,0,5
29175,0.0,2,4,0,5
29177,0.0,2,2,0,2
29179,100.0,1,1,0,6
29181,100.0,4,0,0,6
29183,0.0,0,5,74,2
29185,50.0,3,0,0,6
29186,0.0,3,1,0,6
29187,0.0,2,9,0,5
29189,0.0,0,3,196,2
29195,9.090909090909092,4,4,0,5
29197,100.0,2,0,0,5
29199,100.0,2,0,0,6
29201,0.0,1,9,0,5
29203,100.0,2,0,0,6
29205,87.5,3,0,0,6
29207,0.0,7,1,0,6
29209,0.0,5,1,0,5
29211,100.0,3,0,0,6
29213,10.526315789473685,5,5,0,5
29215,95.0,4,0,0,6
29217,8.333333333333334,6,0,0,6
29219,0.0,0,5,0,2
29221,0.0,4,1,0,6
29223,66.66666666666667,4,0,0,6
29225,0.0,0,8,0,3
29227,100.0,1,0,0,6
29229,20.0,4,0,0,6
29510,0.0,0,0,106,1
30001,100.0,3,0,0,6
30003,44.44444444444444,3,2,0,6
30005,100.0,4,0,0,6
30007,100.0,2,0,0,6
30009,0.0,3,2,0,4
30011,100.0,1,0,0,6
30013,0.0,0,4,18,4
30015,20.0,2,0,0,6
30017,100.0,6,0,0,6
30019,100.0,1,0,0,6
30021,100.0,3,0,0,6
30023,75.0,3,0,0,6
30025,100.0,1,0,0,6
30027,100.0,2,0,0,6
30029,100.0,13,6,0,5
30031,100.0,9,13,0,5
30033,100.0,1,0,0,6
30035,100.0,4,0,0,6
30037,0.0,0,1,0,4
30039,20.0,1,0,0,6
30041,100.0,6,0,0,6
30043,100.0,3,0,0,5
30045,40.0,1,0,0,6
30047,61.53846153846154,7,1,0,6
30049,70.0,4,10,0,5
30051,100.0,1,0,0,6
30053,100.0,5,0,0,6
30055,100.0,1,0,0,6
30057,100.0,3,0,0,6
30059,100.0,1,0,0,6
30061,0.0,1,1,0,6
30063,6.25,1,3,16,4
30065,25.0,1,1,0,6
30067,100.0,6,0,0,6
30069,100.0,1,0,0,6
30071,100.0,1,0,0,6
30073,60.0,2,0,0,6
30075,100.0,1,0,0,6
30077,40.0,2,0,0,6
30079,100.0,1,0,0,6
30081,37.5,8,2,0,6
30083,100.0,4,0,0,6
30085,100.0,3,0,0,6
30087,100.0,4,0,0,6
30089,77.77777777777777,3,0,0,6
30091,100.0,2,0,0,6
30093,100.0,0,8,0,5
30095,27.272727272727273,2,1,0,6
30097,60.0,1,0,0,6
30099,11.11111111111111,3,0,0,6
30101,100.0,3,0,0,6
30103,75.0,1,0,0,6
30105,100.0,3,0,0,6
30107,100.0,1,0,0,6
30109,100.0,1,0,0,6
30111,6.25,0,5,27,4
31001,8.333333333333334,2,7,0,5
31003,100.0,3,0,0,6
31005,100.0,1,0,0,6
31007,100.0,1,0,0,5
31009,100.0,1,0,0,6
31011,100.0,2,0,0,6
31013,100.0,3,0,0,6
31015,100.0,1,0,0,6
31017,100.0,1,0,0,6
31019,15.384615384615385,3,8,0,5
31021,0.0,3,0,0,6
31023,9.090909090909092,3,0,0,6
31025,0.0,0,6,0,3
31027,28.571428571428573,2,0,0,6
31029,100.0,1,0,0,6
31031,100.0,2,0,0,6
31033,100.0,3,0,0,6
31035,9.090909090909092,2,0,0,6
31037,42.857142857142854,3,0,0,6
31039,0.0,3,0,0,6
31041,84.61538461538461,4,0,0,6
31043,0.0,0,1,3,4
31045,100.0,2,0,0,6
31047,81.81818181818181,5,2,0,5
31049,100.0,1,0,0,6
31051,0.0,1,1,0,4
31053,0.0,2,7,0,5
31055,0.0,0,1,155,3
31057,100.0,1,0,0,6
31059,22.22222222222222,2,0,0,6
31061,75.0,2,0,0,6
31063,100.0,1,0,0,6
31065,100.0,1,0,0,6
31067,5.882352941176471,2,5,0,5
31069,100.0,1,0,0,6
31071,100.0,1,0,0,6
31073,100.0,1,0,0,5
31075,100.0,1,0,0,6
31077,25.0,1,0,0,6
31079,0.0,0,3,11,4
31081,0.0,2,1,0,4
31083,87.5,1,0,0,6
31085,100.0,1,0,0,6
31087,100.0,1,0,0,6
31089,100.0,4,0,0,6
31091,100.0,1,0,0,6
31093,0.0,1,1,0,4
31095,36.36363636363637,3,0,0,6
31097,0.0,1,1,0,6
31099,0.0,2,0,0,5
31101,100.0,3,0,0,6
31103,100.0,1,0,0,6
31105,0.0,1,0,0,6
31107,100.0,3,0,0,6
31109,0.0,0,4,70,3
31111,100.0,3,5,0,5
31113,100.0,1,0,0,5
31115,100.0,1,0,0,6
31117,100.0,1,0,0,5
31119,100.0,2,7,0,5
31121,0.0,2,1,0,4
31123,100.0,1,0,0,6
31125,0.0,1,0,0,6
31127,0.0,2,0,0,6
31129,83.33333333333333,2,0,0,6
31131,0.0,4,1,0,6
31133,50.0,1,0,0,6
31135,100.0,1,0,0,6
31137,40.0,3,0,0,6
31139,88.88888888888889,2,0,0,5
31141,88.88888888888889,2,5,0,5
31143,20.0,2,0,0,6
31145,100.0,3,0,0,6
31147,50.0,3,0,0,6
31149,100.0,1,0,0,6
31151,0.0,4,0,0,6
31153,0.0,0,2,41,3
31155,0.0,2,3,0,3
31157,100.0,4,7,0,5
31159,0.0,3,1,0,3
31161,100.0,2,0,0,6
31163,0.0,1,0,0,6
31165,100.0,1,0,0,5
31167,71.42857142857143,1,1,0,5
31169,100.0,2,0,0,6
31171,100.0,1,0,0,6
31173,0.0,2,0,0,6
31175,75.0,2,0,0,6
31177,0.0,2,3,0,3
31179,22.22222222222222,2,0,0,6
31181,50.0,2,0,0,6
31183,100.0,1,0,0,6
31185,0.0,4,0,0,6
32001,0.0,2,5,0,5
32003,0.0,3,17,467,1
32005,0.0,7,8,2,5
32007,100.0,6,8,0,5
32009,100.0,1,0,0,6
32011,100.0,1,0,0,5
32013,100.0,1,3,0,5
32015,100.0,1,0,0,6
32017,100.0,0,2,0,6
32019,12.5,2,7,1,5
32021,100.0,2,0,0,6
32023,62.5,4,6,0,5
32027,100.0,1,0,0,6
32029,0.0,0,1,0,3
32031,8.0,5,8,99,3
32033,100.0,3,0,0,6
32510,0.0,1,0,13,4
33001,0.0,9,6,0,5
33003,15.384615384615385,10,1,0,6
33005,3.8461538461538463,11,5,0,5
33007,100.0,7,4,0,5
33009,66.66666666666667,16,3,0,5
33011,0.0,9,7,70,3
33013,0.0,17,14,5,5
33015,0.0,6,6,54,2
33017,0.0,1,6,18,2
33019,33.333333333333336,10,0,0,5
34001,0.0,1,8,61,3
34003,0.0,0,0,179,2
34005,0.0,1,11,102,2
34007,0.0,0,1,126,2
34009,0.0,1,3,29,4
34011,0.0,4,15,16,4
34013,0.0,0,0,210,1
34015,0.0,0,3,60,2
34017,0.0,1,0,165,1
34019,0.0,0,10,16,2
34021,0.0,0,9,68,3
34023,0.0,0,2,173,2
34025,0.0,1,3,140,2
34027,0.0,0,4,96,2
34029,0.0,3,7,116,2
34031,0.0,0,2,98,2
34033,0.0,2,13,10,2
34035,0.0,0,2,66,2
34037,0.0,0,29,12,2
34039,0.0,0,0,108,1
34041,0.0,0,10,13,3
35001,0.0,0,5,148,3
35003,100.0,1,0,0,6
35005,100.0,4,12,0,5
35006,42.857142857142854,2,5,0,5
35007,100.0,3,0,0,6
35009,100.0,1,11,0,5
35011,100.0,1,0,0,6
35013,0.0,2,5,34,4
35015,100.0,2,10,0,5
35017,100.0,4,4,0,5
35019,100.0,1,0,0,6
35021,100.0,1,0,0,6
35023,100.0,2,0,0,6
35025,80.0,5,13,0,5
35027,100.0,5,0,0,6
35028,0.0,4,0,0,5
35029,0.0,1,5,0,5
35031,93.33333333333333,12,5,0,5
35033,100.0,1,0,0,6
35035,63.63636363636363,5,11,0,5
35037,100.0,3,0,0,6
35039,53.333333333333336,3,6,0,5
35041,100.0,2,3,0,5
35043,20.0,6,3,19,3
35045,0.0,9,11,13,4
35047,54.54545454545455,1,6,0,5
35049,0.0,2,15,33,4
35051,28.571428571428573,3,1,0,6
35053,12.5,5,1,0,6
35055,92.3076923076923,3,3,0,5
35057,28.571428571428573,1,3,0,3
35059,100.0,1,0,0,6
35061,0.0,0,18,0,3
36001,0.0,0,9,66,3
36003,23.529411764705884,13,0,0,6
36005,0.0,4,0,335,1
36007,0.0,0,9,46,4
36009,3.125,13,8,0,5
36011,0.0,11,9,0,5
36013,0.0,16,20,0,5
36015,0.0,0,3,19,4
36017,0.0,9,3,0,6
36019,15.384615384615385,9,10,0,5
36021,0.0,13,8,0,5
36023,0.0,4,8,0,5
36025,5.128205128205129,14,0,0,6
36027,0.0,14,7,58,2
36029,0.0,7,16,214,1
36031,11.764705882352942,13,0,0,6
36033,95.65217391304348,11,3,0,5
36035,0.0,5,10,0,5
36037,0.0,6,9,0,5
36039,0.0,8,7,0,6
36041,27.272727272727273,3,1,0,6
36043,0.0,5,13,1,3
36045,0.0,5,8,13,4
36047,0.0,7,1,753,1
36049,0.0,5,2,0,6
36051,0.0,8,7,0,2
36053,0.0,6,10,0,3
36055,0.0,2,13,178,1
36057,0.0,4,12,0,5
36059,0.0,5,0,279,2
36061,0.0,2,0,286,1
36063,0.0,5,18,39,2
36065,0.0,8,23,43,3
36067,0.0,3,13,124,3
36069,0.0,3,12,10,2
36071,0.0,6,21,52,2
36073,0.0,8,3,0,2
36075,0.0,9,19,2,3
36077,0.0,11,6,0,5
36079,0.0,0,3,16,2
36081,0.0,13,0,656,1
36083,0.0,1,13,28,3
36085,0.0,3,0,108,1
36087,0.0,0,0,65,2
36089,54.54545454545455,22,6,0,5
36091,0.0,1,10,39,3
36093,0.0,0,3,40,3
36095,0.0,0,8,0,3
36097,0.0,4,1,0,6
36099,0.0,4,6,0,5
36101,0.0,18,12,0,5
36103,0.0,6,8,309,2
36105,0.0,22,2,0,6
36107,0.0,2,5,3,4
36109,0.0,0,8,15,4
36111,0.0,11,7,29,4
36113,0.0,4,4,11,4
36115,0.0,10,3,4,4
36117,0.0,7,11,5,2
36119,0.0,2,2,219,2
36121,0.0,9,2,0,6
36123,0.0,4,1,0,2
37001,0.0,0,10,26,4
37003,0.0,1,5,1,3
37005,12.5,3,0,0,6
37007,0.0,1,5,0,6
37009,8.333333333333334,6,0,0,6
37011,0.0,5,0,0,6
37013,0.0,6,5,0,5
37015,22.22222222222222,4,0,0,6
37017,0.0,5,1,0,6
37019,0.0,8,12,13,3
37021,0.0,0,6,50,3
37023,0.0,0,6,12,3
37025,0.0,0,6,31,2
37027,0.0,0,4,13,3
37029,0.0,0,2,0,5
37031,5.882352941176471,10,29,0,5
37033,0.0,4,2,0,6
37035,0.0,0,8,23,3
37037,0.0,8,2,3,3
37039,75.0,7,0,0,6
37041,0.0,3,0,0,6
37043,100.0,2,0,0,6
37045,0.0,10,9,3,5
37047,0.0,8,5,0,6
37049,0.0,1,8,12,4
37051,0.0,2,6,60,3
37053,6.666666666666667,4,4,0,2
37055,100.0,6,5,0,5
37057,0.0,1,11,22,3
37059,0.0,3,2,2,3
37061,0.0,11,0,0,6
37063,0.0,0,2,58,3
37065,0.0,3,7,4,4
37067,0.0,0,2,91,3
37069,0.0,4,7,1,2
37071,0.0,3,8,54,2
37073,0.0,0,3,0,2
37075,0.0,3,0,0,6
37077,0.0,7,6,0,5
37079,0.0,2,2,0,6
37081,0.0,1,7,111,3
37083,0.0,6,6,0,5
37085,0.0,4,17,6,5
37087,0.0,1,6,9,3
37089,0.0,1,6,20,3
37091,0.0,5,0,0,6
37093,0.0,1,4,4,3
37095,83.33333333333333,3,0,0,6
37097,0.0,0,15,29,2
37099,0.0,5,4,0,5
37101,0.0,3,15,7,2
37103,0.0,1,2,0,4
37105,0.0,4,9,0,5
37107,0.0,5,10,0,5
37109,0.0,3,11,4,2
37111,0.0,4,6,0,5
37113,0.0,9,0,0,6
37115,0.0,0,5,1,3
37117,0.0,5,1,0,6
37119,0.0,2,1,230,1
37121,0.0,4,0,0,6
37123,0.0,6,0,0,6
37125,0.0,9,9,0,5
37127,0.0,1,7,10,4
37129,0.0,1,0,44,3
37131,0.0,5,0,0,5
37133,0.0,3,9,20,4
37135,0.0,0,5,23,3
37137,0.0,3,2,0,4
37139,0.0,1,9,0,5
37141,0.0,5,11,0,3
37143,0.0,3,0,0,5
37145,0.0,3,4,0,3
37147,0.0,0,7,25,4
37149,0.0,2,5,0,6
37151,0.0,9,12,7,3
37153,0.0,3,8,0,5
37155,0.0,15,16,0,5
37157,0.0,8,13,0,3
37159,0.0,0,7,23,2
37161,0.0,7,6,0,5
37163,0.0,11,0,0,6
37165,0.0,3,4,0,5
37167,0.0,6,7,0,5
37169,0.0,1,6,2,3
37171,0.0,9,13,0,5
37173,0.0,5,0,0,6
37175,0.0,2,5,0,5
37177,100.0,1,0,0,5
37179,0.0,0,7,34,2
37181,0.0,4,6,0,5
37183,0.0,1,8,178,1
37185,0.0,5,1,0,6
37187,50.0,3,0,0,6
37189,0.0,9,4,0,5
37191,0.0,2,8,16,4
37193,0.0,8,6,0,5
37195,0.0,8,11,0,5
37197,0.0,1,6,0,3
37199,0.0,2,3,0,6
38001,100.0,1,0,0,6
38003,52.63157894736842,4,0,0,6
38005,100.0,4,0,0,6
38007,100.0,1,0,0,6
38009,100.0,3,0,0,6
38011,100.0,2,0,0,6
38013,100.0,1,0,0,6
38015,0.0,0,4,15,4
38017,0.0,1,4,28,4
38019,100.0,2,0,0,6
38021,100.0,3,0,0,6
38023,100.0,1,0,0,6
38025,90.0,1,0,0,6
38027,100.0,1,0,0,6
38029,37.5,1,0,0,6
38031,100.0,1,0,0,6
38033,100.0,1,0,0,6
38035,0.0,2,3,13,4
38037,40.0,1,0,0,6
38039,85.71428571428571,1,0,0,6
38041,100.0,2,0,0,6
38043,30.0,1,0,0,6
38045,100.0,2,0,0,6
38047,100.0,1,0,0,6
38049,100.0,2,0,0,5
38051,100.0,1,0,0,6
38053,100.0,4,0,0,6
38055,56.25,2,0,0,6
38057,44.44444444444444,3,0,0,6
38059,0.0,1,1,3,4
38061,100.0,3,0,0,6
38063,36.36363636363637,1,0,0,6
38065,20.0,1,0,0,4
38067,53.333333333333336,5,0,0,6
38069,100.0,2,0,0,6
38071,90.9090909090909,3,0,0,6
38073,36.36363636363637,3,0,0,6
38075,100.0,1,0,0,5
38077,0.0,3,3,0,5
38079,100.0,4,0,0,6
38081,80.0,2,0,0,6
38083,77.77777777777777,1,0,0,6
38085,25.0,2,0,0,4
38087,100.0,1,0,0,6
38089,77.77777777777777,3,5,0,5
38091,20.0,1,0,0,6
38093,95.0,2,4,0,5
38095,100.0,1,0,0,6
38097,0.0,3,1,0,6
38099,41.1764705882353,6,0,0,6
38101,100.0,5,8,0,5
38103,100.0,2,0,0,6
38105,100.0,3,4,0,5
39001,0.0,6,0,0,6
39003,0.0,3,6,24,4
39005,0.0,5,6,0,5
39007,0.0,8,18,0,5
39009,0.0,8,7,0,5
39011,0.0,7,3,1,5
39013,0.0,2,7,11,4
39015,0.0,0,9,0,2
39017,0.0,0,29,51,2
39019,0.0,5,2,0,3
39021,0.0,7,3,0,5
39023,0.0,0,7,37,4
39025,0.0,0,10,30,2
39027,0.0,5,4,0,5
39029,0.0,12,12,0,5
39031,0.0,5,5,0,5
39033,0.0,3,10,0,5
39035,0.0,3,2,442,1
39037,0.0,8,4,0,5
39039,0.0,5,4,0,5
39041,0.0,0,5,30,2
39043,0.0,3,15,1,5
39045,0.0,3,16,9,2
39047,0.0,3,4,0,5
39049,0.0,0,3,281,1
39051,0.0,5,3,1,3
39053,0.0,5,2,0,5
39055,0.0,1,14,6,2
39057,0.0,1,6,28,3
39059,0.0,5,5,0,5
39061,0.0,0,4,218,1
39063,0.0,3,10,0,5
39065,0.0,7,0,0,6
39067,0.0,3,2,0,6
39069,0.0,7,0,0,6
39071,0.0,8,1,0,6
39073,0.0,7,0,0,2
39075,0.0,8,0,0,6
39077,0.0,8,5,0,5
39079,0.0,4,3,0,5
39081,0.0,1,7,15,4
39083,0.0,6,6,0,5
39085,0.0,1,3,55,2
39087,0.0,1,3,12,3
39089,0.0,0,8,24,2
39091,0.0,8,3,0,5
39093,0.0,5,4,65,2
39095,0.0,1,5,122,3
39097,0.0,1,11,0,2
39099,0.0,1,8,61,3
39101,0.0,3,15,0,5
39103,0.0,0,12,25,2
39105,0.0,6,0,0,6
39107,0.0,7,2,0,5
39109,0.0,0,11,10,3
39111,0.0,3,1,0,6
39113,0.0,1,7,145,3
39115,0.0,4,0,0,6
39117,0.0,2,4,0,2
39119,0.0,7,12,0,5
39121,0.0,3,0,0,6
39123,7.142857142857143,4,8,1,5
39125,0.0,5,0,0,6
39127,0.0,6,0,0,2
39129,0.0,1,11,1,2
39131,0.0,6,0,0,6
39133,0.0,1,12,22,3
39135,0.0,8,4,0,6
39137,0.0,7,0,0,6
39139,0.0,2,7,21,4
39141,0.0,9,8,0,5
39143,0.0,7,8,0,5
39145,0.0,8,12,0,5
39147,0.0,5,9,0,5
39149,0.0,5,5,0,5
39151,0.0,2,14,70,3
39153,0.0,0,2,133,3
39155,0.0,1,11,43,3
39157,0.0,7,14,0,5
39159,0.0,3,6,1,2
39161,0.0,5,4,0,5
39163,0.0,3,0,0,6
39165,0.0,0,9,24,2
39167,0.0,5,9,2,5
39169,0.0,17,11,4,5
39171,0.0,9,0,0,6
39173,0.0,5,11,12,3
39175,0.0,6,0,0,6
40001,0.0,5,0,0,6
40003,100.0,3,0,0,6
40005,40.0,4,0,0,6
40007,100.0,3,0,0,6
40009,100.0,2,2,0,5
40011,55.55555555555556,5,0,0,6
40013,0.0,3,8,0,5
40015,0.0,6,2,0,6
40017,0.0,0,9,20,2
40019,77.77777777777777,6,5,0,5
40021,0.0,5,4,0,5
40023,100.0,5,0,0,6
40025,100.0,2,0,0,6
40027,0.0,0,8,54,2
40029,100.0,2,0,0,6
40031,0.0,0,5,27,4
40033,0.0,0,2,0,4
40035,0.0,5,0,0,6
40037,0.0,4,6,11,3
40039,83.33333333333333,3,2,0,5
40041,0.0,8,1,0,6
40043,100.0,3,0,0,6
40045,100.0,2,0,0,6
40047,50.0,2,10,0,5
40049,0.0,8,1,0,6
40051,0.0,2,8,0,2
40053,87.5,2,0,0,6
40055,100.0,2,0,0,6
40057,100.0,1,0,0,6
40059,100.0,2,0,0,6
40061,20.0,4,0,0,6
40063,71.42857142857143,5,0,0,6
40065,12.5,3,5,0,5
40067,0.0,3,0,0,6
40069,14.285714285714286,3,0,0,6
40071,44.44444444444444,5,6,0,5
40073,0.0,3,1,0,6
40075,14.285714285714286,3,0,0,6
40077,50.0,3,0,0,6
40079,20.0,7,4,1,3
40081,0.0,5,2,0,2
40083,0.0,3,3,2,2
40085,33.333333333333336,3,0,0,6
40087,0.0,1,5,0,2
40089,83.33333333333333,8,0,0,6
40091,0.0,5,1,0,6
40093,100.0,3,0,0,6
40095,25.0,4,0,0,6
40097,0.0,5,4,0,6
40099,0.0,3,0,0,6
40101,0.0,4,12,0,5
40103,25.0,4,0,0,6
40105,0.0,3,1,0,6
40107,0.0,4,0,0,6
40109,0.0,0,9,232,1
40111,0.0,3,7,0,3
40113,17.647058823529413,4,6,1,3
40115,0.0,4,5,0,5
40117,12.5,2,3,0,3
40119,0.0,7,10,0,5
40121,100.0,7,6,0,5
40123,83.33333333333333,5,5,0,5
40125,0.0,4,12,0,5
40127,100.0,3,0,0,6
40129,100.0,1,0,0,6
40131,0.0,2,21,5,3
40133,0.0,9,0,0,6
40135,0.0,3,6,0,3
40137,0.0,5,6,0,5
40139,100.0,3,2,0,5
40141,0.0,5,0,0,6
40143,0.0,0,6,169,3
40145,0.0,4,5,13,3
40147,0.0,2,11,0,5
40149,90.0,4,0,0,6
40151,100.0,3,0,0,6
40153,100.0,2,3,0,5
41001,90.9090909090909,6,0,0,6
41003,0.0,1,2,15,4
41005,0.0,2,21,57,2
41007,75.0,8,4,0,5
41009,0.0,1,8,1,2
41011,100.0,6,8,0,5
41013,28.571428571428573,1,3,0,5
41015,100.0,3,3,0,5
41017,12.5,1,11,12,4
41019,37.03703703703704,16,7,0,5
41021,100.0,1,0,0,6
41023,100.0,2,0,0,6
41025,100.0,2,0,0,6
41027,25.0,2,2,0,5
41029,0.0,0,7,34,4
41031,33.333333333333336,5,1,0,6
41033,0.0,2,6,8,4
41035,71.42857142857143,8,12,0,5
41037,100.0,2,0,0,6
41039,5.405405405405405,5,23,59,3
41041,11.764705882352942,8,10,0,5
41043,0.0,6,6,9,4
41045,61.53846153846154,5,3,0,5
41047,0.0,5,12,41,3
41049,42.857142857142854,2,0,0,5
41051,0.0,0,2,169,1
41053,0.0,1,7,4,3
41055,100.0,1,0,0,6
41057,50.0,9,0,0,6
41059,8.333333333333334,2,11,2,5
41061,62.5,3,5,0,5
41063,100.0,3,0,0,6
41065,85.71428571428571,3,5,0,5
41067,0.0,1,5,98,2
41069,100.0,1,0,0,6
41071,0.0,3,14,0,2
42001,0.0,5,10,8,4
42003,0.0,2,5,395,1
42005,0.0,6,10,3,2
42007,0.0,0,10,41,2
42009,0.0,9,2,0,6
42011,0.0,0,22,68,3
42013,0.0,3,5,26,4
42015,0.0,9,5,0,5
42017,0.0,3,6,134,2
42019,0.0,9,20,15,2
42021,0.0,11,8,23,4
42023,100.0,2,0,0,6
42025,0.0,3,6,3,3
42027,0.0,0,12,19,4
42029,0.0,0,14,102,2
42031,36.666666666666664,10,0,0,6
42033,8.88888888888889,10,10,0,5
42035,16.666666666666668,2,7,0,5
42037,0.0,0,4,11,4
42039,0.0,15,8,0,5
42041,0.0,0,10,39,3
42043,0.0,1,7,57,3
42045,0.0,1,0,143,2
42047,100.0,9,0,0,6
42049,0.0,3,17,52,3
42051,0.0,6,9,21,2
42053,80.0,3,0,0,6
42055,0.0,0,12,15,4
42057,0.0,2,1,0,6
42059,0.0,4,5,0,6
42061,0.0,7,5,0,5
42063,0.0,10,13,0,5
42065,34.78260869565217,13,0,0,6
42067,0.0,0,5,0,6
42069,0.0,0,6,53,3
42071,0.0,0,11,87,3
42073,0.0,8,20,0,5
42075,0.0,0,5,26,4
42077,0.0,0,4,72,3
42079,0.0,0,15,89,3
42081,0.0,4,8,17,4
42083,100.0,8,4,0,5
42085,0.0,6,10,14,3
42087,0.0,4,8,0,5
42089,0.0,8,14,11,4
42091,0.0,0,20,191,2
42093,0.0,1,1,2,4
42095,0.0,1,3,64,3
42097,0.0,3,20,1,5
42099,0.0,0,9,1,3
42101,0.0,3,0,381,1
42103,0.0,5,13,0,2
42105,78.57142857142857,5,0,0,6
42107,0.0,14,25,1,5
42109,0.0,4,4,0,5
42111,0.0,12,8,1,5
42113,0.0,2,0,0,6
42115,0.0,2,7,2,6
42117,5.0,9,1,0,6
42119,0.0,5,5,0,5
42121,5.2631578947368425,8,8,0,5
42123,23.529411764705884,9,4,0,5
42125,0.0,1,13,45,2
42127,0.0,9,5,0,6
42129,0.0,0,14,86,2
42131,0.0,0,7,0,3
42133,0.0,4,16,70,3
44001,0.0,0,0,11,2
44003,0.0,0,3,36,2
44005,0.0,1,1,21,2
44007,0.0,0,4,137,1
44009,0.0,3,6,21,2
45001,0.0,3,3,0,5
45003,0.0,3,8,22,3
45005,0.0,2,1,0,6
45007,0.0,1,11,27,3
45009,0.0,4,0,0,6
45011,0.0,6,0,0,6
45013,0.0,6,16,19,4
45015,0.0,1,10,34,3
45017,0.0,1,2,0,3
45019,0.0,2,7,77,3
45021,0.0,6,7,0,5
45023,0.0,6,5,0,2
45025,0.0,6,4,0,6
45027,0.0,6,6,0,6
45029,0.0,5,5,0,6
45031,0.0,2,9,5,4
45033,0.0,6,0,0,6
45035,0.0,2,2,21,3
45037,0.0,1,4,1,3
45039,0.0,0,5,0,3
45041,0.0,4,7,22,4
45043,0.0,6,7,2,5
45045,0.0,0,31,80,3
45047,0.0,6,8,0,5
45049,11.11111111111111,2,3,0,6
45051,0.0,2,18,52,3
45053,0.0,1,4,0,4
45055,0.0,3,7,5,3
45057,0.0,6,6,2,2
