GEOID,FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
45059,0.0,7,10,0,3
45061,0.0,4,3,0,6
45063,0.0,1,18,55,3
45065,0.0,2,1,0,6
45067,0.0,7,1,0,6
45069,0.0,4,3,0,5
45071,0.0,5,3,0,5
45073,0.0,8,7,0,5
45075,0.0,8,12,0,5
45077,0.0,0,8,20,3
45079,0.0,1,5,83,3
45081,0.0,4,1,0,3
45083,0.0,1,11,57,3
45085,0.0,0,4,19,4
45087,0.0,4,5,0,3
45089,0.0,11,0,0,6
45091,0.0,7,5,34,2
46003,100.0,1,0,0,6
46005,100.0,2,4,0,5
46007,100.0,2,0,0,6
46009,100.0,2,0,0,6
46011,27.272727272727273,2,4,0,5
46013,100.0,2,6,0,5
46015,100.0,2,0,0,6
46017,100.0,1,0,0,6
46019,0.0,2,0,0,6
46021,100.0,1,0,0,6
46023,100.0,3,0,0,6
46025,100.0,1,0,0,6
46027,0.0,1,2,0,5
46029,100.0,2,5,0,5
46031,100.0,2,0,0,6
46033,16.666666666666668,1,1,0,4
46035,66.66666666666667,1,3,0,5
46037,100.0,3,0,0,6
46039,88.88888888888889,2,0,0,6
46041,100.0,2,0,0,6
46043,100.0,1,0,0,6
46045,100.0,2,0,0,5
46047,66.66666666666667,2,0,0,6
46049,100.0,1,0,0,6
46051,100.0,2,0,0,6
46053,100.0,2,0,0,6
46055,100.0,1,0,0,6
46057,100.0,2,0,0,6
46059,100.0,2,0,0,6
46061,0.0,1,0,0,5
46063,100.0,1,0,0,6
46065,100.0,1,3,0,5
46067,33.333333333333336,3,0,0,6
46069,100.0,1,0,0,6
46071,100.0,2,0,0,6
46073,100.0,1,0,0,6
46075,100.0,1,0,0,6
46077,90.0,2,0,0,6
46079,8.333333333333334,3,0,0,6
46081,0.0,2,3,0,5
46083,0.0,2,6,3,4
46085,100.0,2,0,0,6
46087,0.0,1,1,0,4
46089,100.0,1,0,0,6
46091,100.0,1,0,0,6
46093,31.57894736842105,3,1,1,4
46095,100.0,1,0,0,6
46097,37.5,1,0,0,6
46099,0.0,0,8,34,4
46101,0.0,2,0,0,6
46103,0.0,2,2,19,4
46105,100.0,1,0,0,6
46107,100.0,1,0,0,6
46109,75.0,4,0,0,6
46111,100.0,1,0,0,6
46113,85.71428571428571,3,0,0,6
46115,100.0,3,0,0,6
46117,100.0,0,1,0,5
46119,100.0,1,0,0,5
46121,100.0,1,1,0,6
46123,100.0,2,0,0,6
46125,0.0,2,0,0,4
46127,0.0,2,0,1,4
46129,100.0,2,0,0,6
46135,30.0,2,3,0,5
46137,100.0,1,0,0,6
47001,0.0,1,4,13,3
47003,0.0,5,4,0,5
47005,25.0,5,0,0,6
47007,0.0,2,1,0,6
47009,0.0,1,6,21,3
47011,0.0,0,3,16,4
47013,0.0,2,9,0,3
47015,0.0,0,3,0,2
47017,0.0,8,0,0,6
47019,0.0,0,6,11,4
47021,0.0,0,9,0,2
47023,0.0,2,1,0,4
47025,0.0,7,2,0,6
47027,85.71428571428571,2,0,0,6
47029,0.0,6,3,0,5
47031,0.0,5,7,0,5
47033,0.0,1,4,0,4
47035,10.0,8,6,0,5
47037,0.0,2,4,155,1
47039,0.0,4,0,0,6
47041,9.090909090909092,4,0,0,6
47043,0.0,2,8,0,2
47045,12.5,4,4,0,5
47047,0.0,0,11,0,2
47049,50.0,4,0,0,6
47051,0.0,7,2,0,5
47053,0.0,13,1,0,6
47055,0.0,7,1,0,6
47057,0.0,0,5,0,3
47059,0.0,9,6,0,5
47061,0.0,4,0,0,6
47063,0.0,0,1,11,4
47065,0.0,0,6,76,3
47067,0.0,0,2,0,6
47069,0.0,5,1,0,6
47071,15.384615384615385,6,0,0,6
47073,0.0,4,4,5,3
47075,0.0,6,0,0,6
47077,0.0,6,0,0,6
47079,55.55555555555556,6,3,0,5
47081,7.6923076923076925,4,2,0,2
47083,0.0,1,2,0,6
47085,0.0,5,0,0,6
47087,40.0,4,0,0,5
47089,0.0,3,4,2,4
47091,0.0,5,0,0,6
47093,0.0,0,8,104,3
47095,100.0,2,0,0,6
47097,0.0,9,0,0,6
47099,0.0,7,4,0,5
47101,33.333333333333336,2,0,0,6
47103,0.0,9,0,0,6
47105,0.0,0,3,7,3
47107,0.0,4,6,0,5
47109,0.0,7,0,0,6
47111,12.5,3,1,0,2
47113,0.0,1,7,19,4
47115,0.0,3,3,0,3
47117,0.0,1,5,0,5
47119,0.0,4,13,0,2
47121,0.0,2,1,0,6
47123,0.0,6,1,0,6
47125,0.0,0,4,35,3
47127,0.0,2,0,0,5
47129,0.0,0,5,0,3
47131,45.45454545454545,7,3,0,5
47133,76.92307692307692,7,0,0,5
47135,50.0,1,1,0,6
47137,100.0,1,0,0,6
47139,0.0,1,4,0,4
47141,11.11111111111111,5,10,0,5
47143,0.0,3,3,0,5
47145,0.0,1,9,1,3
47147,0.0,1,9,4,2
47149,0.0,0,4,45,2
47151,12.5,3,2,0,6
47153,0.0,0,3,0,3
47155,0.0,8,7,3,5
47157,0.0,2,4,215,1
47159,0.0,5,0,0,2
47161,0.0,3,2,0,6
47163,0.0,0,6,33,3
47165,0.0,0,15,27,2
47167,0.0,3,10,0,2
47169,0.0,1,1,0,2
47171,0.0,2,2,0,4
47173,0.0,0,4,0,3
47175,16.666666666666668,2,0,0,6
47177,0.0,5,4,0,5
47179,0.0,0,5,18,4
47181,30.0,3,1,0,6
47183,46.15384615384615,7,4,0,5
47185,40.0,6,0,0,6
47187,0.0,0,7,30,2
47189,0.0,3,10,8,2
48001,0.0,6,5,0,5
48003,0.0,0,4,0,5
48005,100.0,6,11,0,5
48007,0.0,1,5,0,3
48009,0.0,0,2,1,4
48011,0.0,0,1,0,3
48013,0.0,0,8,0,2
48015,0.0,6,0,0,2
48017,33.333333333333336,1,0,0,6
48019,14.285714285714286,1,4,0,2
48021,0.0,0,10,0,2
48023,0.0,1,0,0,6
48025,0.0,3,4,0,5
48027,0.0,3,5,57,3
48029,0.0,3,13,350,1
48031,0.0,2,0,0,6
48033,25.0,1,0,0,6
48035,0.0,4,3,0,6
48037,0.0,1,6,11,4
48039,0.0,1,12,38,2
48041,0.0,1,3,38,4
48043,100.0,3,0,0,6
48045,50.0,1,0,0,6
48047,0.0,2,0,0,6
48049,50.0,4,8,0,5
48051,0.0,1,4,0,4
48053,0.0,6,2,0,6
48055,0.0,1,6,1,2
48057,0.0,3,3,0,5
48059,0.0,0,3,0,4
48061,0.0,2,6,79,3
48063,0.0,3,0,0,6
48065,0.0,1,1,0,3
48067,0.0,6,1,0,6
48069,0.0,3,0,0,6
48071,0.0,2,4,1,2
48073,0.0,6,6,0,5
48075,100.0,2,0,0,6
48077,0.0,0,3,0,4
48079,0.0,1,0,0,6
48081,0.0,1,1,0,6
48083,8.333333333333334,3,0,0,6
48085,0.0,0,33,119,1
48087,100.0,1,0,0,6
48089,0.0,5,0,0,6
48091,0.0,0,11,13,2
48093,88.88888888888889,4,0,0,6
48095,0.0,0,1,0,6
48097,0.0,3,5,0,5
48099,0.0,3,4,12,3
48101,100.0,1,0,0,6
48103,0.0,1,0,0,6
48105,100.0,1,0,0,6
48107,0.0,1,2,0,3
48109,100.0,1,0,0,6
48111,100.0,2,0,0,6
48113,0.0,1,0,528,1
48115,0.0,1,3,0,5
48117,0.0,1,3,0,5
48119,0.0,2,0,0,6
48121,0.0,0,8,129,2
48123,0.0,5,0,0,6
48125,0.0,1,0,0,6
48127,75.0,2,0,0,6
48129,0.0,2,0,0,6
48131,25.0,3,0,0,6
48133,20.0,5,0,0,6
48135,0.0,0,2,26,4
48137,100.0,1,0,0,6
48139,0.0,0,12,19,2
48141,0.0,1,5,155,3
48143,36.36363636363637,5,3,0,5
48145,0.0,2,4,0,3
48147,0.0,7,2,0,6
48149,0.0,7,0,0,6
48151,0.0,2,0,0,6
48153,0.0,2,0,0,6
48155,100.0,1,0,0,6
48157,0.0,0,5,71,2
48159,0.0,3,0,0,6
48161,14.285714285714286,7,0,0,6
48163,0.0,3,0,0,6
48165,0.0,3,0,0,6
48167,0.0,3,47,17,2
48169,0.0,1,0,0,6
48171,42.857142857142854,2,3,0,5
48173,0.0,1,0,0,5
48175,0.0,1,1,0,4
48177,0.0,6,0,0,6
48179,0.0,1,6,0,5
48181,0.0,3,6,17,4
48183,0.0,0,4,21,4
48185,0.0,1,5,0,6
48187,0.0,3,9,17,2
48189,0.0,2,7,0,5
48191,100.0,1,0,0,6
48193,40.0,3,0,0,6
48195,100.0,2,0,0,6
48197,50.0,1,0,0,6
48199,0.0,1,6,4,3
48201,0.0,0,4,782,1
48203,0.0,2,11,1,5
48205,66.66666666666667,1,0,0,6
48207,0.0,2,0,0,6
48209,0.0,2,5,18,2
48211,100.0,1,0,0,6
48213,0.0,8,9,0,5
48215,0.0,1,3,109,3
48217,0.0,7,4,0,6
48219,0.0,1,6,0,5
48221,0.0,1,9,0,2
48223,12.5,5,4,0,5
48225,50.0,7,0,0,6
48227,0.0,2,8,0,5
48229,25.0,0,1,0,3
48231,0.0,7,12,0,2
48233,0.0,1,6,0,5
48235,0.0,0,1,0,4
48237,0.0,3,0,0,6
48239,0.0,1,2,0,6
48241,16.666666666666668,6,2,0,6
48243,100.0,1,0,0,6
48245,0.0,2,3,68,3
48247,50.0,2,0,0,6
48249,0.0,2,5,0,5
48251,0.0,1,17,10,2
48253,0.0,4,2,0,4
48255,0.0,3,1,0,6
48257,0.0,1,17,0,2
48259,0.0,1,5,0,2
48261,0.0,2,0,0,5
48263,100.0,1,0,0,6
48265,16.666666666666668,3,7,0,5
48267,80.0,2,0,0,6
48269,100.0,1,0,0,6
48271,100.0,1,0,0,6
48273,0.0,2,4,0,5
48275,40.0,2,0,0,6
48277,46.15384615384615,4,8,0,5
48279,0.0,5,0,0,6
48281,0.0,3,2,0,3
48283,0.0,1,0,0,6
48285,0.0,6,0,0,6
48287,0.0,3,1,0,6
48289,12.5,3,0,0,6
48291,0.0,5,9,0,2
48293,0.0,7,1,0,6
48295,100.0,2,0,0,6
48297,0.0,2,2,0,6
48299,22.22222222222222,6,0,0,6
48301,0.0,0,1,0,6
48303,0.0,1,7,60,3
48305,0.0,1,2,0,3
48307,66.66666666666667,3,0,0,6
48309,0.0,1,12,38,3
48311,50.0,1,0,0,6
48313,0.0,3,1,0,6
48315,0.0,2,2,0,6
48317,0.0,0,2,0,4
48319,85.71428571428571,2,0,0,6
48321,0.0,5,6,0,5
48323,100.0,0,9,0,5
48325,0.0,3,5,0,2
48327,60.0,1,0,0,6
48329,0.0,1,1,25,4
48331,0.0,5,2,0,6
48333,50.0,2,0,0,6
48335,0.0,2,0,0,6
48337,0.0,6,0,0,6
48339,0.0,1,13,45,2
48341,0.0,2,2,0,5
48343,0.0,3,0,0,6
48345,66.66666666666667,1,0,0,6
48347,25.0,5,8,0,5
48349,0.0,4,6,0,5
48351,14.285714285714286,1,3,0,3
48353,16.666666666666668,2,3,0,5
48355,0.0,3,6,73,3
48357,100.0,3,0,0,6
48359,0.0,1,0,0,3
48361,0.0,0,6,15,3
48363,0.0,3,6,0,5
48365,0.0,4,2,0,6
48367,0.0,1,15,3,2
48369,50.0,2,0,0,6
48371,60.0,4,0,0,6
48373,0.0,8,2,0,6
48375,0.0,1,1,32,3
48377,100.0,2,0,0,6
48379,0.0,2,0,0,6
48381,0.0,0,6,23,3
48383,0.0,1,0,0,6
48385,100.0,1,0,0,6
48387,57.142857142857146,4,0,0,6
48389,50.0,1,4,0,5
48391,0.0,2,0,0,6
48393,100.0,1,0,0,6
48395,0.0,1,4,0,4
48397,0.0,0,0,11,2
48399,0.0,3,1,0,6
48401,0.0,5,8,0,4
48403,100.0,2,1,0,6
48405,100.0,3,0,0,6
48407,0.0,1,3,0,6
48409,0.0,3,8,5,3
48411,40.0,2,0,0,6
48413,0.0,1,0,0,6
48415,28.571428571428573,1,3,0,5
48417,0.0,1,0,0,6
48419,20.0,6,0,0,6
48421,100.0,1,0,0,6
48423,0.0,0,9,32,4
48425,0.0,0,2,0,2
48427,0.0,1,14,0,5
48429,14.285714285714286,3,0,0,6
48431,0.0,1,0,0,6
48433,0.0,1,0,0,6
48435,50.0,1,0,0,6
48437,0.0,2,1,0,6
48439,0.0,0,1,356,1
48441,0.0,2,3,33,4
48443,100.0,1,0,0,6
48445,0.0,3,0,0,6
48447,0.0,1,0,0,6
48449,0.0,3,5,0,5
48451,0.0,0,3,22,4
48453,0.0,1,12,205,1
48455,50.0,5,0,0,5
48457,0.0,3,2,0,6
48459,0.0,1,5,1,4
48461,0.0,2,0,0,6
48463,60.0,1,4,0,5
48465,100.0,0,10,0,5
48467,0.0,2,8,0,6
48469,0.0,1,5,17,4
48471,0.0,4,6,0,5
48473,0.0,1,4,1,2
48475,0.0,3,0,0,6
48477,0.0,2,4,0,5
48479,0.0,0,5,56,3
48481,0.0,6,5,0,5
48483,100.0,2,0,0,6
48485,0.0,2,4,31,4
48487,0.0,1,3,0,5
48489,0.0,1,5,0,5
48491,0.0,0,15,74,2
48493,0.0,0,11,0,2
48495,0.0,3,0,0,6
48497,0.0,7,4,0,2
48499,0.0,10,0,0,6
48501,50.0,2,0,0,6
48503,14.285714285714286,4,0,0,6
48505,0.0,0,3,0,5
48507,100.0,4,0,0,6
49001,100.0,2,0,0,6
49003,13.333333333333334,3,1,7,3
49005,0.0,0,3,23,4
49007,75.0,1,4,0,5
49009,100.0,1,0,0,6
49011,0.0,0,0,54,3
49013,100.0,3,0,0,6
49015,100.0,3,0,0,6
49017,100.0,2,0,0,6
49019,100.0,2,0,0,6
49021,22.22222222222222,1,7,0,5
49023,0.0,1,1,0,3
49025,100.0,2,0,0,6
49027,100.0,3,0,0,6
49029,0.0,0,2,0,3
49031,100.0,1,0,0,6
49033,50.0,1,0,0,6
49035,0.0,1,0,211,1
49037,100.0,4,0,0,6
49039,50.0,5,0,0,6
49041,100.0,5,0,0,6
49043,0.0,4,9,0,5
49045,28.571428571428573,3,8,0,2
49047,100.0,2,4,0,5
49049,0.0,1,7,120,3
49051,0.0,0,4,0,5
49053,0.0,0,5,16,4
49055,100.0,1,0,0,6
49057,0.0,0,1,49,3
50001,5.0,6,4,0,6
50003,14.285714285714286,8,4,0,5
50005,84.0,10,0,0,6
50007,0.0,1,7,27,4
50009,100.0,3,0,0,5
50011,0.0,8,2,0,4
50013,0.0,0,2,0,4
50015,0.0,6,1,0,6
50017,61.76470588235294,10,0,0,5
50019,70.0,10,0,0,6
50021,28.571428571428573,14,6,0,5
50023,7.6923076923076925,11,8,0,5
50025,26.923076923076923,18,0,0,6
50027,97.05882352941177,16,2,0,5
51001,28.0,12,0,0,6
51003,0.0,0,10,12,4
51005,0.0,5,1,0,6
51007,0.0,0,2,0,2
51009,0.0,1,3,5,3
51011,0.0,1,2,0,3
51013,0.0,0,0,59,1
51015,0.0,1,10,2,4
51017,0.0,1,0,0,6
51019,0.0,3,11,2,3
51021,0.0,1,1,0,6
51023,0.0,0,5,3,3
51025,0.0,5,0,0,6
51027,50.0,7,0,0,6
51029,0.0,0,4,0,4
51031,0.0,1,6,5,3
51033,0.0,3,4,0,2
51035,0.0,7,0,0,6
51036,0.0,0,3,0,2
51037,38.46153846153846,3,0,0,6
51041,0.0,0,1,70,2
51043,0.0,0,3,0,2
51045,0.0,0,1,0,3
51047,0.0,4,4,0,2
51049,0.0,1,1,0,6
51051,0.0,4,0,0,5
51053,0.0,1,4,2,2
51057,0.0,1,2,0,6
51059,0.0,1,3,254,2
51061,0.0,0,12,5,2
51063,0.0,1,2,0,4
51065,0.0,0,4,0,4
51067,0.0,1,9,0,3
51069,0.0,0,6,8,4
51071,0.0,0,4,0,4
51073,0.0,0,5,3,2
51075,0.0,1,4,0,2
51077,0.0,5,0,0,6
51079,0.0,0,3,0,4
51081,0.0,3,0,0,6
51083,15.384615384615385,9,0,0,6
51085,0.0,0,9,14,2
51087,0.0,1,2,61,2
51089,0.0,6,8,0,5
51091,16.666666666666668,1,0,0,6
51093,0.0,0,7,1,2
51095,0.0,0,1,10,2
51097,0.0,1,1,0,6
51099,0.0,4,1,0,6
51101,0.0,1,3,0,2
51103,16.666666666666668,4,0,0,6
51105,0.0,5,1,0,6
51107,0.0,0,10,55,2
51109,0.0,3,3,0,6
51111,23.076923076923077,2,1,0,6
51113,0.0,2,0,0,6
51115,0.0,1,2,0,2
51117,38.46153846153846,9,0,0,6
51119,0.0,4,1,0,6
51121,0.0,0,3,13,4
51125,0.0,1,2,0,4
51127,0.0,0,3,0,2
51131,0.0,4,0,0,6
51133,66.66666666666667,4,0,0,6
51135,0.0,1,3,0,6
51137,0.0,3,2,0,6
51139,0.0,4,1,0,6
51141,0.0,4,0,0,6
51143,0.0,14,2,0,5
51145,0.0,0,5,0,2
51147,0.0,5,0,0,6
51149,0.0,0,2,5,2
51153,0.0,1,3,79,2
51155,0.0,1,8,1,4
51157,0.0,1,1,0,2
51159,50.0,2,0,0,6
51161,0.0,0,2,16,3
51163,0.0,4,0,0,6
51165,0.0,0,15,4,4
51167,0.0,1,6,0,6
51169,0.0,0,4,2,3
51171,0.0,8,1,0,6
51173,0.0,9,0,0,6
51175,0.0,4,1,0,6
51177,0.0,1,7,22,2
51179,0.0,0,4,23,2
51181,0.0,2,0,0,6
51183,0.0,2,3,0,2
51185,7.6923076923076925,9,2,0,5
51187,0.0,2,6,0,2
51191,0.0,0,8,5,3
51193,33.333333333333336,4,0,0,6
51195,0.0,9,2,0,5
51197,0.0,6,0,0,6
51199,0.0,1,1,13,2
51510,0.0,0,0,38,1
51515,0.0,1,0,0,3
51520,0.0,0,0,4,3
51530,0.0,1,0,0,6
51540,0.0,0,0,12,4
51550,0.0,0,2,39,2
51570,0.0,0,0,5,2
51580,0.0,2,0,0,6
51590,0.0,1,15,0,5
51595,0.0,2,0,0,6
51600,0.0,0,0,5,2
51610,0.0,0,0,3,2
51620,0.0,2,0,0,6
51630,0.0,0,0,6,2
51640,0.0,2,0,0,6
51650,0.0,1,0,33,2
51660,0.0,0,0,11,4
51670,0.0,1,0,6,2
51678,0.0,1,0,0,6
51680,0.0,0,0,19,3
51683,0.0,0,0,7,2
51685,0.0,0,0,2,2
51690,0.0,0,5,0,5
51700,0.0,0,0,44,2
51710,0.0,2,0,79,1
51720,0.0,0,1,0,5
51730,0.0,0,0,11,2
51735,0.0,1,0,3,2
51740,0.0,0,0,31,2
51750,0.0,0,0,3,4
51760,0.0,0,0,66,1
51770,0.0,0,0,23,3
51775,0.0,0,0,5,3
51790,0.0,0,0,6,4
51800,0.0,0,8,20,2
51810,0.0,1,1,98,1
51820,0.0,0,0,5,4
51830,0.0,0,0,3,2
51840,0.0,0,0,5,4
53001,30.0,2,3,0,5
53003,0.0,0,0,6,4
53005,0.0,2,5,30,3
53007,11.11111111111111,3,4,7,4
53009,71.42857142857143,9,13,0,5
53011,0.0,0,11,93,2
53013,20.0,1,0,0,4
53015,0.0,0,8,16,4
53017,36.36363636363637,2,0,6,4
53019,100.0,3,0,0,6
53021,0.0,2,1,10,3
53023,0.0,1,0,0,6
53025,43.75,11,5,0,5
53027,61.111111111111114,7,10,0,5
53029,0.0,6,16,0,5
53031,11.11111111111111,8,0,0,6
53033,0.0,1,11,386,1
53035,0.0,1,6,48,3
53037,0.0,4,4,0,5
53039,71.42857142857143,2,1,0,6
53041,9.523809523809524,11,9,0,5
53043,29.41176470588235,3,1,0,6
53045,0.0,6,8,0,5
53047,93.75,10,0,0,6
53049,80.0,8,0,0,6
53051,28.571428571428573,3,2,0,3
53053,0.0,0,8,164,2
53055,100.0,5,0,0,6
53057,0.0,2,13,15,4
53059,0.0,2,3,0,2
53061,0.0,2,51,98,2
53063,0.0,0,12,93,3
53065,40.0,9,3,0,3
53067,0.0,1,12,37,3
53069,0.0,1,0,0,6
53071,0.0,0,1,11,4
53073,0.0,1,12,21,4
53075,15.789473684210526,4,6,0,5
53077,0.0,6,14,25,4
54001,0.0,4,0,0,6
54003,0.0,0,2,12,3
54005,0.0,0,8,0,4
54007,26.666666666666668,3,0,0,6
54009,0.0,0,2,4,4
54011,0.0,0,2,27,3
54013,0.0,1,1,0,6
54015,0.0,0,3,0,4
54017,0.0,2,0,0,5
54019,0.0,1,5,6,4
54021,11.11111111111111,2,0,0,6
54023,14.285714285714286,3,0,0,6
54025,0.0,7,0,0,6
54027,0.0,1,4,0,4
54029,0.0,0,4,4,4
54031,0.0,3,0,0,6
54033,0.0,6,16,0,5
54035,0.0,1,5,0,6
54037,0.0,1,14,0,2
54039,0.0,0,8,45,4
54041,37.5,5,0,0,6
54043,0.0,0,5,0,3
54045,7.6923076923076925,3,6,0,5
54047,50.0,7,1,0,6
54049,0.0,4,14,0,5
54051,0.0,0,2,7,4
54053,0.0,4,2,0,5
54055,0.0,3,13,0,5
54057,0.0,3,3,1,4
54059,54.54545454545455,7,0,0,6
54061,0.0,0,5,19,4
54063,0.0,3,0,0,6
54065,0.0,3,1,0,6
54067,0.0,6,1,0,6
54069,0.0,0,2,16,4
54071,25.0,1,2,0,6
54073,0.0,0,2,0,6
54075,100.0,3,1,0,6
54077,0.0,4,4,0,4
54079,0.0,0,1,9,3
54081,0.0,0,3,14,4
54083,100.0,3,4,0,5
54085,0.0,0,3,0,6
54087,0.0,2,2,0,6
54089,0.0,2,2,0,6
54091,0.0,0,4,0,5
54093,42.857142857142854,3,0,0,6
54095,0.0,3,0,0,6
54097,87.5,6,0,0,6
54099,0.0,0,6,5,3
54101,57.142857142857146,3,0,0,6
54103,0.0,5,0,0,6
54105,0.0,0,2,0,4
54107,0.0,0,4,22,4
54109,0.0,0,6,0,6
55001,26.666666666666668,7,0,0,6
55003,100.0,8,0,0,6
55005,23.529411764705884,10,0,0,6
55007,53.84615384615385,6,0,0,6
55009,0.0,0,5,49,3
55011,0.0,5,0,0,6
55013,72.72727272727273,6,0,0,6
55015,0.0,5,0,6,4
55017,0.0,2,4,5,4
55019,0.0,8,0,0,6
55021,0.0,4,8,0,3
55023,27.272727272727273,6,0,0,6
55025,0.0,3,12,92,3
55027,0.0,11,9,0,5
55029,25.0,10,0,0,6
55031,9.090909090909092,1,3,9,3
55033,0.0,4,4,0,5
55035,0.0,1,2,17,4
55037,100.0,2,0,0,5
55039,0.0,3,5,12,4
55041,100.0,4,0,0,6
55043,4.761904761904762,8,4,0,5
55045,0.0,3,5,0,3
55047,0.0,6,0,0,6
55049,0.0,4,2,0,3
55051,100.0,4,0,0,6
55053,0.0,5,0,0,6
55055,0.0,6,13,1,5
55057,14.285714285714286,7,0,0,6
55059,0.0,2,7,27,2
55061,0.0,4,1,0,3
55063,0.0,0,3,22,4
55065,0.0,5,0,0,6
55067,16.666666666666668,6,0,0,6
55069,0.0,7,3,0,5
55071,0.0,7,13,0,5
55073,0.0,3,6,18,4
55075,47.05882352941177,9,4,0,5
55077,0.0,5,0,0,6
55078,0.0,2,0,0,5
55079,0.0,2,0,296,1
55081,0.0,9,0,0,6
55083,20.0,9,2,0,3
55085,53.333333333333336,14,0,0,6
55087,0.0,1,7,32,4
55089,0.0,1,3,15,2
55091,0.0,2,0,0,6
55093,0.0,5,3,0,2
55095,15.0,10,0,0,6
55097,0.0,4,10,0,5
55099,78.57142857142857,6,0,0,6
55101,0.0,4,7,34,4
55103,7.6923076923076925,5,0,0,6
55105,0.0,2,6,30,4
55107,28.571428571428573,5,0,0,6
55109,0.0,4,10,0,2
55111,5.882352941176471,10,3,0,5
55113,100.0,6,0,0,6
55115,0.0,8,3,0,5
55117,0.0,4,7,16,4
55119,6.666666666666667,6,0,0,6
55121,0.0,4,4,0,6
55123,5.882352941176471,5,2,0,6
55125,100.0,5,0,0,6
55127,0.0,5,17,0,5
55129,80.0,5,0,0,6
55131,0.0,0,4,24,2
55133,0.0,0,7,79,2
55135,0.0,11,1,0,6
55137,0.0,7,0,0,6
55139,0.0,0,5,36,4
55141,6.666666666666667,5,12,0,5
56001,54.54545454545455,1,9,0,5
56003,100.0,3,0,0,6
56005,100.0,1,6,0,5
56007,100.0,5,0,0,6
56009,40.0,3,1,0,6
56011,66.66666666666667,2,0,0,6
56013,100.0,7,3,0,5
56015,87.5,4,0,0,6
56017,100.0,2,0,0,6
56019,100.0,2,0,0,6
56021,0.0,1,3,17,4
56023,100.0,4,0,0,6
56025,14.285714285714286,0,2,16,4
56027,100.0,1,0,0,6
56029,100.0,5,0,0,6
56031,60.0,2,0,0,6
56033,100.0,2,4,0,5
56035,100.0,2,0,0,6
56037,100.0,1,11,0,5
56039,100.0,1,3,0,5
56041,75.0,1,2,0,5
56043,100.0,3,0,0,6
56045,100.0,2,0,0,6
